event_index,timestamp,source_type,host_id,process_name,pid,parent_process,event_type,operation,object,bytes_written,entropy_before,entropy_after,dst_ip,domain,label,family
428,2026-06-26T12:12:53,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_4.txt,0,3.3608321439217086,4.405397545731209,,,benign,benign
429,2026-06-26T12:12:55,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_22.tmp,1537,2.0152644735091467,4.274656766341096,,,benign,benign
430,2026-06-26T12:12:57,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
431,2026-06-26T12:12:59,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.38,google.com,benign,benign
432,2026-06-26T12:13:01,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_12.txt,0,4.492223524011413,3.430265760067022,,,benign,benign
433,2026-06-26T12:13:03,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_30.tmp,1496,2.3935231896127216,2.879093424260541,,,benign,benign
434,2026-06-26T12:13:05,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
435,2026-06-26T12:13:07,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.228,google.com,benign,benign
436,2026-06-26T12:13:09,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_20.txt,0,3.3148197942143063,4.235676363852061,,,benign,benign
437,2026-06-26T12:13:11,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_18.tmp,1914,3.654846732020653,3.3141542622274907,,,benign,benign
438,2026-06-26T12:13:13,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
439,2026-06-26T12:13:15,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.57,microsoft.com,benign,benign
440,2026-06-26T12:13:17,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_15.txt,0,3.690345710961724,3.221779544401861,,,benign,benign
441,2026-06-26T12:13:19,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_32.tmp,2258,3.667831396840874,2.213543406511069,,,benign,benign
442,2026-06-26T12:13:21,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
443,2026-06-26T12:13:23,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.3,google.com,benign,benign
444,2026-06-26T12:13:25,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_39.txt,0,4.890648174453288,4.534699054617208,,,benign,benign
445,2026-06-26T12:13:27,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_19.tmp,1443,2.299960859263873,3.343463321533317,,,benign,benign
446,2026-06-26T12:13:29,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
447,2026-06-26T12:13:31,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.99,github.com,benign,benign
448,2026-06-26T12:13:33,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_91.txt,0,3.460221432153319,4.117447135349425,,,benign,benign
449,2026-06-26T12:13:35,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_5.tmp,1726,4.154410905056471,2.2057556539069787,,,benign,benign
450,2026-06-26T12:13:37,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
451,2026-06-26T12:13:39,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.222,google.com,benign,benign
452,2026-06-26T12:13:41,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_74.txt,0,3.858568572601671,3.8088457690104685,,,benign,benign
453,2026-06-26T12:13:43,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_19.tmp,571,3.0125807676623864,4.515499227582815,,,benign,benign
454,2026-06-26T12:13:45,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
455,2026-06-26T12:13:47,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.214,api.tracker.gg,benign,benign
456,2026-06-26T12:13:49,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_12.txt,0,3.8734235591364556,3.211726266791172,,,benign,benign
457,2026-06-26T12:13:51,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_38.tmp,1740,3.3099063575015792,3.089416742148332,,,benign,benign
458,2026-06-26T12:13:53,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
459,2026-06-26T12:13:55,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.87,github.com,benign,benign
460,2026-06-26T12:13:57,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_10.txt,0,4.020966569084297,3.228053279677105,,,benign,benign
461,2026-06-26T12:13:59,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_13.tmp,3810,3.940570573310838,2.977749337393401,,,benign,benign
462,2026-06-26T12:14:01,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
463,2026-06-26T12:14:03,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.39,google.com,benign,benign
464,2026-06-26T12:14:05,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_26.txt,0,3.34699804488419,3.3057395780118597,,,benign,benign
465,2026-06-26T12:14:07,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_12.tmp,3996,3.9321202231189005,3.3352925625434713,,,benign,benign
466,2026-06-26T12:14:09,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
467,2026-06-26T12:14:11,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.176,api.tracker.gg,benign,benign
468,2026-06-26T12:14:13,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_83.txt,0,4.270596638121187,4.249043558883789,,,benign,benign
469,2026-06-26T12:14:15,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_10.tmp,1901,2.1707156462393904,3.205520159590712,,,benign,benign
470,2026-06-26T12:14:17,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
471,2026-06-26T12:14:19,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.92,google.com,benign,benign
472,2026-06-26T12:14:21,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_10.txt,0,3.6208157012126216,3.9038277274013646,,,benign,benign
473,2026-06-26T12:14:23,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_24.tmp,3506,2.717692581503298,3.7116661739395935,,,benign,benign
474,2026-06-26T12:14:25,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
475,2026-06-26T12:14:27,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.120,api.tracker.gg,benign,benign
476,2026-06-26T12:14:29,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_71.txt,0,4.90846295344558,4.477842090962481,,,benign,benign
477,2026-06-26T12:14:31,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_29.tmp,3823,4.024539794244928,3.7295936366215248,,,benign,benign
478,2026-06-26T12:14:33,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
479,2026-06-26T12:14:35,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.130,api.tracker.gg,benign,benign
480,2026-06-26T12:14:37,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_8.txt,0,3.9010462180301824,4.621933622645241,,,benign,benign
481,2026-06-26T12:14:39,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_46.tmp,445,3.2613725037523933,2.5313972785909122,,,benign,benign
482,2026-06-26T12:14:41,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
483,2026-06-26T12:14:43,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.136,api.tracker.gg,benign,benign
484,2026-06-26T12:14:45,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_79.txt,0,3.3174924159630828,3.7457039642026544,,,benign,benign
485,2026-06-26T12:14:47,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_25.tmp,1774,3.9361619714343385,3.7972443013989525,,,benign,benign
486,2026-06-26T12:14:49,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
487,2026-06-26T12:14:51,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.86,google.com,benign,benign
488,2026-06-26T12:14:53,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_72.txt,0,4.356758689680162,3.5682939477562274,,,benign,benign
489,2026-06-26T12:14:55,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_10.tmp,1465,2.2037549686197098,3.759030265015147,,,benign,benign
490,2026-06-26T12:14:57,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
491,2026-06-26T12:14:59,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.35,api.tracker.gg,benign,benign
492,2026-06-26T12:15:01,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_91.txt,0,4.876004399131522,3.6191637748319216,,,benign,benign
493,2026-06-26T12:15:03,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_42.tmp,3342,2.82119138563396,2.419484410250865,,,benign,benign
494,2026-06-26T12:15:05,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
495,2026-06-26T12:15:07,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.132,api.tracker.gg,benign,benign
496,2026-06-26T12:15:09,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_3.txt,0,3.725195337964089,3.3605258457536893,,,benign,benign
497,2026-06-26T12:15:11,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_22.tmp,3981,3.9153905191695486,2.5800130841609654,,,benign,benign
498,2026-06-26T12:15:13,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
499,2026-06-26T12:15:15,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.77,google.com,benign,benign
